SL_PWM,U,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
-967.00000,0.00000,-0.22762,-40.84070,0.00785,0.26180,-0.00095,-0.02709,0.00975,-0.00329,0.01095,0.20118,0.01078,0.11137
-967.00000,0.00000,-0.25506,-28.01253,0.00785,0.00000,-0.00102,-0.00251,0.00968,-0.00257,0.00000,0.42991,0.11376,-0.13053
-967.00000,0.00000,-0.27626,-17.54056,0.00785,0.00000,-0.00107,-0.00171,0.00963,-0.00175,0.00000,0.13891,-0.05269,0.04790
-967.00000,0.00000,-0.28309,-15.44616,0.00785,0.00000,-0.00109,-0.00155,0.00961,-0.00158,0.00000,0.02395,-0.05149,-0.01078
-967.00000,0.00000,-0.28461,1.83260,0.00785,0.00000,-0.00111,0.00019,0.00960,0.00019,0.00000,0.04551,-0.00479,-0.03832
-996.00000,0.00000,-0.28344,1.04720,0.00785,0.00000,-0.00110,0.00011,0.00960,0.00011,0.00000,0.02395,-0.01677,0.08742
-996.00000,0.00000,-0.28339,0.00000,0.00785,0.00000,-0.00110,0.00000,0.00960,0.00000,0.00000,-0.01557,0.05509,-0.04910
-996.00000,0.00000,-0.28339,0.00000,0.00785,0.00000,-0.00110,0.00000,0.00960,0.00000,0.00000,0.00958,0.01198,0.04431
-996.00000,0.00000,-0.28339,0.00000,0.00785,0.00000,-0.00110,0.00000,0.00960,0.00000,0.00000,-0.01437,0.03593,-0.00240
-996.00000,0.00000,-0.28339,0.00000,0.00785,0.00000,-0.00110,0.00000,0.00960,0.00000,0.00000,-0.00838,0.01916,0.00599
-996.00000,0.00000,-0.28339,0.00000,0.00785,0.00000,-0.00110,0.00000,0.00960,0.00000,0.00000,-0.01198,-0.01677,0.03712
14.00000,0.00000,-0.28339,0.00000,0.00785,0.00000,-0.00110,0.00000,0.00960,0.00000,0.00000,-0.01437,0.00838,-0.04670
