SL_PWM,U,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
440.00000,0.00000,1.34902,49.61098,-0.10681,-0.13090,0.00115,0.00311,0.00224,-0.01734,0.01095,0.21076,0.05988,-0.06107
732.00000,0.00000,1.39275,49.61098,-0.10996,-0.13090,0.00096,-0.00028,0.00180,-0.02065,0.01095,0.27902,-0.00359,-0.10299
732.00000,0.00000,1.45629,65.05715,-0.11310,-0.13090,0.00063,-0.00496,0.00123,-0.02528,0.01095,0.22872,-0.16166,0.01317
732.00000,0.00000,1.52315,75.39822,-0.11938,-0.13090,0.00042,-0.00307,0.00065,-0.02737,0.00263,0.36644,-0.07664,-0.11975
732.00000,0.00000,1.61915,98.51137,-0.12723,-0.33660,0.00003,-0.01068,-0.00047,-0.03755,0.00097,0.66342,-0.05988,0.11257
879.00000,0.00000,1.71012,107.07595,-0.13509,-0.39270,-0.00022,-0.02176,-0.00120,-0.04190,-0.01095,0.26345,0.00120,-0.18082
879.00000,0.00000,1.82078,129.06710,-0.14137,-0.39270,-0.00071,-0.03071,-0.00229,-0.05096,-0.00000,-0.02635,0.05628,-0.21316
879.00000,0.00000,1.97266,160.09033,-0.14923,-0.26180,-0.00157,-0.03799,-0.00364,-0.05860,0.00000,-0.46703,-0.16765,0.12694
879.00000,0.00000,2.17313,208.26141,-0.15708,-0.26180,-0.00274,-0.04477,-0.00556,-0.06643,-0.00000,-0.08263,-0.32093,0.48260
879.00000,0.00000,2.41856,249.62572,-0.16179,-0.13090,-0.00394,-0.06177,-0.00758,-0.06557,-0.01095,-0.65624,0.13652,-0.33171
952.00000,0.00000,2.75205,298.58220,-0.16336,0.00000,-0.00550,-0.04718,-0.00902,-0.04719,0.00000,-1.18074,-0.04072,-0.37841
952.00000,0.00000,3.08226,320.57335,-0.15237,0.39270,-0.00718,-0.05953,-0.01000,-0.00585,0.01095,-1.36396,-0.13652,-0.39757
952.00000,0.00000,3.63777,394.00808,-0.10996,1.30900,-0.00845,-0.00303,-0.00620,0.13918,0.00000,-4.68945,-0.42512,0.13652
988.00000,0.00000,4.79887,439.43027,0.00314,1.57080,-0.00868,0.07361,0.00232,0.16345,0.00000,4.39486,1.28253,1.56395
988.00000,0.00000,5.51723,467.31191,0.02513,-0.26180,-0.00441,-0.01517,0.00747,-0.06556,0.01095,7.36109,-0.42512,-0.37123
1006.00000,0.00000,6.12891,439.95387,-0.00471,-0.78540,0.00004,0.12105,0.00998,0.01384,-0.02189,3.54822,-0.15568,-0.94843
1006.00000,0.00000,6.63816,329.34363,-0.04241,-1.17810,0.00273,0.03505,0.00956,-0.03928,0.02189,0.78557,-0.70773,-0.15568
1006.00000,0.00000,6.93521,321.62055,-0.07540,-1.30900,0.00437,0.03818,0.00792,-0.06865,0.00000,2.13276,0.49697,0.15448
1006.00000,0.00000,7.29241,316.64636,-0.11781,-1.30900,0.00506,0.00696,0.00538,-0.09452,0.01095,-0.29818,-0.11855,-0.17603
-10.00000,0.00000,7.61620,337.59031,-0.15080,-1.30900,0.00477,-0.03614,0.00271,-0.11441,-0.01095,-1.52203,-0.03114,0.10778
-10.00000,0.00000,7.81287,244.52063,-0.16650,-0.78540,0.00393,-0.03798,0.00059,-0.07672,-0.01095,-3.76737,0.18921,-0.19280
-10.00000,0.00000,7.96242,167.15891,-0.16650,-0.13090,0.00256,-0.07440,-0.00090,-0.05522,0.01095,-4.92536,-0.12334,-0.00958
-10.00000,0.00000,8.06391,128.01990,-0.16336,0.13090,0.00132,-0.04120,-0.00203,-0.04156,0.00000,-2.50040,-0.27662,0.62989
-10.00000,0.00000,8.14420,101.70906,-0.16179,0.13090,0.00045,-0.05486,-0.00267,-0.03574,0.01095,-0.26704,0.49936,-0.26106
-518.00000,0.00000,8.21994,88.48819,-0.15865,0.00000,-0.00044,-0.02969,-0.00345,-0.03015,0.00000,0.01078,0.25148,0.01198
-518.00000,0.00000,8.26753,58.51216,-0.15551,0.13090,-0.00117,-0.01954,-0.00396,-0.01989,0.00000,-0.31854,0.01916,0.20956
-518.00000,0.00000,8.27477,0.78540,-0.15394,0.13090,-0.00153,-0.02044,-0.00408,-0.00071,0.01095,-0.00479,0.04311,-0.01078
-518.00000,0.00000,8.28195,10.60288,-0.15394,0.00000,-0.00159,-0.00400,-0.00414,-0.00408,0.00000,0.66103,-0.06107,-0.18801
-518.00000,0.00000,8.27722,-10.60288,-0.15394,0.00000,-0.00159,0.00677,-0.00414,0.00690,0.00000,0.29459,-0.28141,-0.28860
254.00000,0.00000,8.25900,-22.12205,-0.15394,0.00000,-0.00137,-0.00212,-0.00392,-0.00215,0.00000,0.13292,-0.15927,0.11855
254.00000,0.00000,8.29013,34.29572,-0.15394,0.00000,-0.00164,-0.01608,-0.00420,-0.01638,0.00000,-0.02754,0.14250,-0.22872
254.00000,0.00000,8.33941,63.61725,-0.15237,0.13090,-0.00221,-0.01530,-0.00466,-0.01563,0.00000,-0.05389,0.03473,0.01677
254.00000,0.00000,8.41106,83.90670,-0.14923,0.00000,-0.00279,-0.02715,-0.00513,-0.02780,0.00000,-0.32333,-0.01078,0.13292
254.00000,0.00000,8.49702,101.05456,-0.14451,0.13090,-0.00386,-0.03046,-0.00586,-0.03133,-0.01095,-0.81550,-0.02515,0.04072
